time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
6.14653,7.2119,-3.20762,2.96401
6.15655,7.2315,-3.2341,3.00905
6.16658,6.6346,-3.53532,2.19906
6.17661,5.86532,-2.30695,3.70695
6.18663,6.86205,-2.17557,3.08641
6.19666,7.69343,-3.22318,3.17455
6.20669,8.54606,-3.6043,3.73164
6.21672,9.06829,-3.62181,4.05127
6.22674,9.22287,-3.52275,4.12878
6.23677,9.35215,-3.26807,4.16783
6.2468,9.1063,-3.20597,3.86811
6.25682,8.71979,-2.98002,3.59802
6.26685,8.46855,-2.35349,3.57497
6.27688,8.38325,-2.01366,3.66057
6.2869,8.6113,-1.94393,3.86362
6.29693,9.12441,-1.95321,4.11636
6.30696,9.72056,-1.78636,4.55135
6.31699,10.2986,-1.76242,4.63216
6.32701,10.8404,-1.99361,4.56692
6.33704,11.1683,-2.07127,4.68767
6.34707,11.1041,-2.11257,4.87786
6.35709,10.8984,-2.14041,4.85796
6.36712,10.7519,-2.09881,4.92964
6.37715,10.487,-1.97999,4.9027
6.38717,10.5394,-1.81465,4.73541
6.3972,10.7882,-2.0614,4.78374
6.40723,10.503,-2.62164,4.01625
6.41725,11.3835,-2.20355,5.18791
6.42728,13.2261,-3.2965,5.52758
6.43731,14.208,-4.62707,5.92143
6.44734,14.5586,-5.06506,6.60632
6.45736,14.3533,-5.09573,6.8809
6.46739,13.854,-5.08511,6.69356
6.47742,12.8363,-4.51245,6.63325
6.48744,11.4062,-3.68421,6.29388
6.49747,9.847,-2.6589,5.9554
6.5075,8.45448,-1.83081,5.53282
6.51752,7.37246,-1.22164,5.27485
6.52755,6.8607,-0.907847,5.23041
6.53758,6.71825,-0.862956,5.21021
6.54761,6.89886,-1.1531,5.1086
6.55763,7.3153,-1.32952,5.14511
6.56766,7.87449,-1.52884,5.22307
6.57769,8.2215,-1.94244,5.12641
6.58771,8.57269,-2.21777,4.99563
6.59774,8.85656,-2.2248,5.01643
6.60777,8.85865,-2.07846,5.24806
6.61779,8.67654,-2.05796,5.17669
6.62782,8.46989,-2.17946,5.01149
6.63785,8.40735,-2.16839,4.98934
6.64787,8.37966,-2.17138,5.33231
6.6579,8.61175,-2.36636,5.63009
6.66793,8.81481,-2.63929,5.49227
6.67796,8.9631,-2.63974,5.21095
